"time","GEN","TEM","STRUCT"
0,1,1,1
1.20088866699547,1,1,462
2.1655822711696,1,1,508
3.06856340189633,1,2,648
3.60997673013381,1,2,890
4.13955342883917,2,2,949
5.07250975418088,2,0,337
10.4692162047193,2,1,415
11.4866221110716,2,1,481
12.4875092968794,4,1,475
34.5491052126593,5,1,419
35.6868775204433,4,1,341
36.7694224485948,4,1,513
37.7777019144022,5,1,490
38.7921643533059,9,1,468
39.818742190011,12,1,507
45.7636873272893,11,1,442
46.8154584908838,13,1,512
47.7657999771513,14,2,615
48.3432967129163,14,2,875
48.8658762274676,14,2,953
49.3744704683428,14,2,983
49.8726512591063,16,2,967
50.3902404832474,16,2,929
50.9019860419747,16,2,963
51.3935164212932,17,2,976
51.9118181898736,18,2,991
52.3981044756321,22,2,997
53.1615788746508,23,1,627
54.1280051044066,23,1,544
54.9270157814704,25,2,732
55.737672831333,26,1,562
56.4692718830263,26,2,790
56.8724288995587,26,3,1234
57.2379518899764,26,3,1334
57.5838965080949,28,3,1388
57.9296618304435,29,3,1447
58.2600901624063,30,3,1526
58.6794789774982,32,2,1253
59.1393549129917,35,2,1144
59.620724881745,35,2,1050
60.1172014011479,34,3,1016
60.5927517498007,33,3,1099
60.9585960663383,34,3,1305
61.3110433384377,36,3,1385
61.6169363866547,36,5,1595
61.8511877972439,36,4,1870
62.099312712452,37,4,1949
62.4004625743364,38,4,1767
62.6607069631403,38,4,1891
62.8823218754059,41,5,2086
63.0742978290844,40,6,2307
63.2641457990294,42,6,2511
63.4499705551338,43,6,2632
63.6293805808623,44,6,2759
63.7997468244692,47,6,2878
63.9664438767407,47,6,2912
64.1276094968429,47,7,2992
64.2773083140505,47,7,3141
64.4281766542002,46,7,3233
64.5700923534801,47,7,3368
64.7215884660039,47,7,3430
64.8601750577574,47,7,3508
65.015227467064,47,6,3445
65.1733781715965,47,6,3337
65.3362173934752,48,6,3256
65.4951264538807,49,6,3221
65.6576040370864,49,7,3151
65.8043049814396,50,7,3274
65.9592705176604,50,6,3264
66.1237747527871,52,6,3138
66.2642990739487,48,8,3336
66.4014725721886,48,8,3480
66.5344602185988,49,8,3518
66.6688428244464,48,8,3556
66.8010201074462,48,8,3572
66.9406313612036,51,8,3717
67.0645984949791,50,9,3880
67.1922722299868,51,8,3886
67.317483081768,54,8,3939
67.4512497055662,55,6,3770
67.5995155316246,56,6,3581
67.7481274974913,56,6,3425
67.9047604380898,58,6,3271
68.074054593889,60,5,3114
68.2653643946872,60,5,2982
68.4524809857948,61,5,2755
68.641610652234,62,5,2666
68.8345637292433,65,5,2647
69.033861992422,67,5,2649
69.2305809131755,67,6,2541
69.3900685886348,69,7,2747
69.5406051217749,69,7,2909
69.7134254528979,68,5,2897
69.9093374784799,69,5,2724
70.0999785871956,70,5,2701
70.2933409972846,70,6,2772
70.4594016247211,70,7,2870
70.5992881753374,69,8,3135
70.7358400929191,71,8,3304
70.8699633707944,71,8,3508
71.0108866878823,71,7,3493
71.1510663690739,71,7,3481
71.2821930653292,74,8,3660
71.4098041244914,75,8,3737
71.5366034056774,78,8,3754
71.669070674603,79,8,3837
71.8020773428777,79,7,3792
71.9331763250367,79,8,3815
72.0605185380487,81,8,3825
72.1897930659401,81,8,3879
72.3259907442496,81,7,3803
72.4644831058641,81,6,3772
72.6112304923033,78,7,3627
72.7400074927208,79,8,3689
72.8696055241163,79,8,3812
72.993467469771,81,8,3960
73.1224198559078,83,8,3972
73.2530428461108,82,7,3949
73.3822006108574,82,8,3910
73.5118613725943,81,7,3840
73.6399336751005,82,8,3813
73.7696883429519,82,8,3772
73.8971743827834,83,8,3859
74.019656259626,82,8,3881
74.141351420489,80,9,3946
74.261049404311,81,9,4127
74.3741356838697,81,9,4217
74.4840658147653,80,10,4297
74.5966470087983,79,10,4375
74.7012598207865,79,10,4457
74.8042484333143,79,10,4561
74.9077109307719,80,10,4724
75.0090033849699,81,10,4743
75.1080748518574,83,10,4807
75.2097718530221,84,10,4831
75.3138851978058,85,10,4897
75.4159980488235,87,10,4963
75.5213572821764,87,9,4907
75.6274167310752,91,9,4825
75.7377255234665,91,9,4748
75.8444099699709,90,9,4639
75.9555378467026,91,9,4648
76.0610053172816,91,10,4646
76.1637774059554,90,10,4647
76.2659927422694,87,11,4816
76.3609840452403,88,11,4964
76.4549076806804,90,12,5148
76.5457636439037,93,12,5323
76.6342749341396,93,12,5347
76.7222837167475,91,14,5464
76.8025946075305,92,14,5745
76.8804694642831,94,14,5909
76.9561381441337,97,14,6124
77.0350288608705,98,13,6209
