"time","GEN","TEM","STRUCT"
0,1,1,1
1.27790030326163,4,1,459
2.28911681203633,5,1,456
2.97714838709287,5,1,703
3.89842240373953,5,1,541
4.82834630390561,6,1,532
5.81613127868858,7,1,514
6.50172009930648,8,2,791
7.04119013680438,11,2,944
7.55968851012751,12,2,981
8.05279505567395,15,2,1016
8.56070953432788,16,2,1017
9.064566298404,16,2,1023
9.49634535670289,16,3,1151
9.84442466267928,16,3,1373
10.2074232093964,17,2,1313
10.6706161504766,17,2,1111
11.0694981383505,16,3,1194
11.4974412686565,16,2,1139
11.9813008555261,16,2,1031
12.4602012505611,17,2,1042
12.9804791858707,17,2,965
13.4803769607369,18,2,990
13.9780545362101,18,2,1042
14.5000476098714,18,2,1022
14.9840063171211,18,3,1088
15.3552136476068,18,3,1346
15.7025122767929,19,3,1385
16.0135384182252,18,4,1582
16.2604638990617,18,5,1896
16.5066751375493,19,4,1928
16.7876023271652,19,3,1787
17.1071785535737,20,3,1628
17.4230100004251,21,3,1556
17.7515499315596,24,3,1545
18.0420211939753,24,4,1625
18.3065402872544,26,4,1783
18.5623210304353,28,4,1855
18.8157446236596,29,4,1918
19.0603238516157,32,4,1919
19.3221594518288,32,4,1921
19.5709063622572,35,4,1952
19.8257016978486,37,4,1980
20.104332406613,38,3,1870
20.4092799500119,39,3,1679
20.7015586628895,37,4,1687
20.9665565099577,37,4,1827
21.2088327423856,35,4,1975
21.4571653695611,35,4,2049
21.7473136931946,35,3,1830
22.0596529212995,35,3,1720
22.3891287064016,35,3,1594
22.7227499520601,35,3,1519
23.0538940622286,36,3,1532
23.3786233225972,37,3,1485
23.7667273064095,38,2,1297
24.1638366139045,40,3,1317
24.5044817032489,42,3,1483
24.8342573473554,42,3,1523
25.1615273516547,42,3,1504
25.5381801609134,43,2,1366
25.9708784778838,44,2,1134
26.3704668081217,45,4,1245
26.6567259096129,45,4,1570
26.8842601885627,44,5,1922
27.100621507802,44,6,2230
27.288071183853,45,6,2489
27.4700628248895,46,6,2624
27.6468361801715,49,6,2699
27.8129949147329,52,7,2912
27.9733040779499,52,6,3037
28.1484423670722,53,5,2891
28.3474144355976,54,4,2671
28.5688767837909,55,4,2466
28.8167624304754,55,3,2139
29.1168409046318,57,3,1869
29.4218335502671,57,3,1707
29.7257213995789,57,3,1661
30.0302574895787,56,4,1642
30.3033965004064,57,4,1745
30.5670024849358,57,4,1853
30.7979043390602,54,6,2101
30.9852896011454,55,6,2416
31.15463002452,54,6,2676
31.331617729287,54,5,2737
31.5559495738117,57,4,2505
31.7536788348014,57,5,2507
31.9531001070009,57,5,2469
32.1526985828009,58,5,2446
32.3428081333054,61,6,2542
32.5249010149127,63,6,2652
32.7022717263741,64,6,2741
32.8758553593403,63,6,2811
33.0398843134991,62,6,2855
33.2140232292792,62,6,2925
33.3817990304696,62,6,2909
33.5530337373245,62,6,2957
33.7252176613254,64,6,2971
33.8884755841689,63,7,2999
34.0333800111534,63,7,3149
34.1792009550889,62,7,3233
34.3228949146757,65,7,3250
34.4658390128205,67,7,3266
34.6183273530103,68,7,3293
34.771235466641,70,6,3220
34.9234075047037,72,6,3202
35.0942889522362,72,6,3135
35.2774169013691,74,4,3003
35.4920886977032,72,4,2647
35.7238138021957,74,3,2328
35.9961464227931,75,3,1981
36.2604896785532,75,4,1953
36.5140757545298,76,4,1972
36.7721452795489,78,4,1988
37.0194579254267,77,4,2036
37.2674891813588,77,3,1957
37.5284174254421,77,4,1911
37.7872245511123,77,4,1977
38.026257532502,77,5,2013
38.2363141527374,79,5,2239
38.4440017396477,80,5,2292
38.6605596548853,78,5,2278
38.8596768901703,80,5,2354
39.0643423425653,83,5,2457
39.2423844078492,83,6,2631
39.4131424686707,83,6,2783
39.5807673605342,83,6,2829
39.7508741232801,83,7,2977
39.9058992612734,82,7,3147
40.0744573405869,81,6,3102
40.2353046051099,81,6,3097
40.408464904806,81,5,2972
40.5904259001185,82,5,2873
40.7787729164734,82,5,2725
40.9728858870341,82,5,2701
41.1569618420607,84,6,2726
41.3317783398182,84,6,2798
41.4967011188303,84,6,2886
41.6719591642551,84,6,2801
41.8291162162788,84,6,2956
41.999373437291,83,6,2974
42.1761645477054,83,5,2891
42.3617192752658,83,6,2805
42.5316460452567,82,6,2845
42.7091133004052,82,6,2886
42.8789483771585,83,6,2941
43.0507191154605,84,6,2932
43.2146110450368,86,6,2916
43.3672576425635,85,8,3053
43.5029194893182,88,8,3314
43.6360078648641,88,8,3468
43.7629035097903,88,8,3564
43.8886510560007,88,9,3654
44.0083819352263,88,9,3824
44.1251239813857,87,10,4024
44.2342442935463,87,10,4211
44.3424524523962,90,10,4400
44.4494451522315,90,9,4387
44.5639767504122,90,9,4395
44.6761344636026,90,9,4399
44.7874301493068,92,9,4433
44.9014782874951,91,9,4433
45.0151687432013,92,9,4500
45.1252032145296,91,9,4486
45.2344789790997,90,9,4608
45.3457504655602,90,9,4599
45.4538899067786,92,9,4521
45.5558138670273,92,10,4635
45.6615326146467,93,10,4670
45.7671903034215,93,10,4720
45.868861837492,92,10,4734
45.9703785277193,94,10,4798
46.0735460109684,94,10,4870
46.1741089673448,93,11,4939
46.2706450202492,93,11,5095
46.3704433959044,94,8,5067
46.4862545052098,94,7,4866
46.6146219905953,94,6,4445
46.7563982757244,94,5,4110
46.9114811693843,96,6,3798
47.0604324658129,95,6,3622
47.2239222144421,96,5,3353
47.3841861126828,95,6,3279
47.5561792190441,95,5,3063
47.761907552741,96,4,2727
47.9788346263299,96,4,2527
48.2069717485167,95,4,2347
48.437774971215,95,4,2317
48.6722711035557,94,4,2147
48.9279055680154,95,3,1990
49.2321330800468,93,3,1754
49.6097381115475,93,2,1412
50.1788354749926,92,1,925
50.9165450804337,91,2,733
51.3334888673756,92,3,1140
51.6962245148014,94,3,1304
52.2766141980736,93,1,838
52.8810594453605,94,2,873
53.2185182395114,92,4,1373
53.5016283508588,92,4,1635
53.7699722094673,94,4,1801
54.0361745618704,95,4,1858
54.3325788639418,95,3,1717
54.6263859014267,96,4,1696
54.9398142515303,99,3,1622
55.2289858953069,98,4,1699
55.5002953645346,98,4,1826
55.7569228963991,100,4,1904
56.0050859989816,97,5,2023
56.2251052520556,96,5,2175
56.4428005854655,95,5,2305
56.6559765829473,95,5,2389
56.8553411725742,96,4,2425
57.0904987515798,97,3,2133
57.3359055785523,97,4,2061
57.5759685781434,98,4,2094
57.7708642117438,96,6,2348
57.9362160909773,97,7,2637
58.097641650981,99,7,2861
58.2502712938805,97,7,3031
58.4037746520837,99,7,3181
58.5425475555367,99,8,3363
58.6846324106011,100,7,3483
58.8369075945436,101,5,3444
59.0039258379869,102,5,3186
59.1826241049258,102,6,3058
59.3282561501874,102,8,3172
59.4786885159348,103,7,3274
59.6318423905872,102,6,3305
59.7883934990387,102,7,3323
59.9298277751644,101,7,3361
60.0773050703118,102,7,3402
60.2207763614004,104,7,3459
60.3678815903927,104,7,3527
60.5123678433192,104,7,3465
60.6596849331169,105,7,3452
60.8043889935346,106,6,3394
60.9705620971682,106,6,3256
61.1338459511652,107,7,3287
61.2731328233321,105,9,3436
61.3998188692244,106,10,3593
61.5106437790071,105,10,3856
61.626878048644,105,9,4045
61.7436558276825,105,9,4149
61.8655119258358,104,9,4245
61.9857555697774,103,8,4183
62.108796035835,102,8,4138
62.2325312432907,102,8,4157
62.3571097359704,103,8,4182
62.4820307302098,104,8,4125
62.6078907874963,104,7,4052
62.7348654698178,104,8,4085
62.859691553309,106,8,4057
62.9794296806441,105,9,4135
63.0877421389598,106,10,4291
63.1919862625436,107,10,4418
63.2987303741127,109,10,4516
63.4019043962863,108,11,4629
63.4947373573038,108,12,4877
63.5843860218624,107,12,4989
63.6703571513779,105,13,5144
63.7528077826866,105,13,5361
63.8382643585165,107,13,5517
63.919283376247,107,13,5623
64.0040947440845,107,13,5782
64.0853729750638,106,14,5929
64.1627508237863,107,14,6044
64.2388059452966,106,14,6288
64.3129734697553,108,14,6402
64.3845012702561,110,14,6504
64.4592560623491,111,13,6562
64.5344589524199,112,13,6591
64.6135445534141,111,13,6533
64.6897339207302,111,13,6511
