"time","GEN","TEM","STRUCT"
0,1,1,1
1.21576863808233,2,1,447
2.25200048444206,3,1,500
3.27525649385122,3,1,510
4.21710162146385,5,2,558
4.86131415404267,6,1,704
5.49511100447296,8,2,848
6.35221257495452,8,1,523
7.40443804301471,8,1,479
8.42299364314931,12,1,490
9.45805554190078,14,1,543
11.7431120133712,14,1,350
12.7899375993661,14,1,464
13.8139927931548,13,1,481
14.981866437954,16,0,266
19.8130421257119,16,1,452
20.7823630769656,16,1,506
21.7780850633173,17,1,489
22.7483543519832,16,2,508
23.3471475980911,16,2,811
23.7839444752294,17,4,1126
24.0765897306601,20,4,1491
24.359395769506,20,4,1643
24.6303127405211,21,4,1818
24.8845723052291,24,4,1815
25.1713166216771,26,3,1756
25.4552486248804,25,4,1749
25.7320695762811,27,3,1784
26.0379171677085,28,3,1603
26.3736883508416,27,4,1588
26.6509216207581,29,4,1776
26.8747509585145,29,5,2052
27.1352204773896,29,3,1898
27.4408248821642,30,4,1731
27.6576781182897,31,5,2056
27.8655618148911,33,5,2300
28.0802817771731,33,5,2316
28.296100225035,35,5,2310
28.4983557802275,36,5,2403
28.7228467100811,38,4,2339
28.9417986127733,37,5,2284
29.1794027119112,38,5,2240
29.3838299067634,37,6,2447
29.5688741891497,37,6,2613
29.7471675844146,37,5,2702
29.9387371848906,39,5,2606
30.1295989502191,39,5,2628
30.322489510237,41,5,2556
30.518052691578,41,5,2547
30.706159600687,44,5,2566
30.906715444496,45,5,2559
31.096920916838,46,5,2540
31.2996337109268,46,5,2510
31.5002660477083,48,5,2468
31.7075344829163,49,5,2485
31.8890325474954,49,6,2605
32.0634905696306,51,6,2779
32.2362794112816,51,6,2795
32.4097850885047,52,6,2828
32.5803731965815,52,6,2862
32.7292500677414,51,7,3101
32.8748784539136,53,7,3227
33.0350563300027,53,6,3202
33.1927742511239,54,6,3198
33.3546615588043,55,6,3176
33.5178547020272,54,6,3134
33.6847541182729,54,6,3080
33.8440752854008,54,6,3076
34.0096022678512,54,7,3060
34.1541671628793,55,8,3229
34.2932786086019,56,8,3380
34.4497265616089,57,5,3278
34.6273177852537,59,5,3078
34.8074796881589,60,5,2909
34.9986120584342,58,5,2783
35.1743595522907,58,6,2759
35.343393972413,57,7,2832
35.5133863202033,58,6,2853
35.6838397192619,60,6,2877
35.8550173604866,60,6,2909
36.0225284651618,60,6,2919
36.1852891785244,60,8,2967
36.3337931669306,61,8,3196
36.4742161287388,63,8,3334
36.6087977677094,64,8,3545
36.7404865909439,64,8,3621
36.8686298605756,64,8,3733
37.0046445863181,64,6,3749
37.1541490583452,65,6,3558
37.3088309535832,64,7,3393
37.455539157778,64,7,3369
37.6035138222686,64,7,3458
37.7479453465584,63,7,3405
37.8939724885022,64,7,3442
38.0363416654603,65,8,3465
38.1697873290185,66,7,3559
38.3147706132349,66,7,3523
38.4575684010467,68,7,3527
38.5994278217507,70,7,3557
38.7423436537435,70,7,3535
38.8835033748332,71,7,3590
39.0294936469328,73,6,3513
39.1984356837677,72,5,3303
39.3750530125047,74,4,3130
39.5748986658372,74,4,2808
39.7977592484537,74,4,2534
40.0234308532863,75,4,2377
40.2625413542823,75,4,2261
40.4919335259576,75,4,2207
40.7383309498486,77,4,2059
40.9577616535118,77,5,2139
41.1666193837057,78,6,2260
41.3621485238025,80,6,2492
41.5482855660563,85,6,2655
41.7219820732234,84,6,2686
41.890729938192,84,6,2810
42.0590761539585,84,7,2882
42.2162891999346,85,7,3008
42.3705602065857,85,7,3187
42.5322041623868,86,6,3143
42.6925490573873,85,7,3175
42.8419456586665,86,7,3228
42.9870168661891,87,7,3282
43.1127245997448,83,11,3604
43.2170818886121,86,11,3805
43.330825343227,86,9,4062
43.4465820784393,86,9,4182
43.5583169491571,89,9,4227
43.6707445668592,88,9,4303
43.7750400786874,88,10,4377
43.8829232666551,90,9,4430
43.9932294270688,89,9,4440
44.1074257895757,91,9,4416
44.2195667005861,90,9,4437
44.3311240706463,90,9,4420
44.4409203121118,91,9,4442
44.5496088057901,91,9,4474
44.6631115630604,91,8,4462
44.7815619934809,91,8,4382
44.8971718845601,90,9,4381
45.0059736001929,91,9,4414
45.1126526162115,90,10,4511
45.2184480312003,91,10,4611
45.319197102306,91,11,4709
45.4132765722627,91,11,4822
45.5139781125019,91,10,4921
45.6190459899075,89,10,4889
45.7224351475966,91,11,4914
45.8154087280899,90,11,4974
45.9085732618419,92,11,5044
46.0042464264353,92,11,5139
46.0993528090299,94,11,5261
46.1927422773585,93,12,5396
46.2782906781291,94,12,5479
46.3711153815243,95,12,5484
46.4575158142386,100,11,5544
46.5528109569104,100,11,5492
46.6442655297571,101,11,5519
46.7334842073037,101,11,5507
46.826290726425,102,11,5602
46.9173171694556,102,11,5577
47.0094498274886,102,11,5619
47.1000324315725,104,11,5598
47.1903692732579,106,10,5613
47.2800192252178,107,10,5537
47.3739454403829,108,11,5502
47.4631606159397,107,11,5521
47.5531817709677,107,11,5535
47.6478864044332,109,10,5525
47.7472088629946,111,10,5421
47.8428411753659,110,10,5315
47.9383813813539,110,10,5279
48.0310995171295,109,11,5226
48.1238088641646,111,11,5304
48.2194442868242,112,11,5309
48.3095950706244,111,11,5355
48.3983192743494,110,12,5419
48.4864124356028,112,12,5495
48.5732338194402,114,12,5629
48.659207197866,116,12,5757
48.7455013347348,117,12,5725
48.8338246164963,117,10,5652
48.9293681428237,120,10,5503
49.0282891355349,121,9,5287
49.1289383283619,121,9,5201
49.2388099621053,122,8,4949
49.3512609193653,122,9,4783
49.4584274537427,120,10,4804
49.5565620451861,120,11,4986
49.6531304601547,121,11,5083
